trial,target,window,band,chanw_Hz,klass,n_int,n_chan,inj_chan,amp_sigma,dwell,realisation,sigma_per_int,recovered_snr,peak_chan,detected
175,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,6,0.1,1,0.003896629928477341,2.8219078807433187,64,False
176,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,6,0.1,2,0.003896629928477341,2.9866606018334383,64,False
177,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,6,0.1,3,0.003896629928477341,2.488811610639231,64,False
178,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,6,0.1,4,0.003896629928477341,2.7342235828088923,64,False
179,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,6,0.1,5,0.003896629928477341,2.973519399240499,64,False
180,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,1.0,0,0.003896629928477341,54.409164667501166,64,True
181,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,1.0,1,0.003896629928477341,54.409164667501166,64,True
182,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,1.0,2,0.003896629928477341,54.409164667501166,64,True
183,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,1.0,3,0.003896629928477341,54.409164667501166,64,True
184,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,1.0,4,0.003896629928477341,54.409164667501166,64,True
185,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,1.0,5,0.003896629928477341,54.409164667501166,64,True
186,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.75,0,0.003896629928477341,41.89619061051554,64,True
187,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.75,1,0.003896629928477341,41.15153450203646,64,True
188,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.75,2,0.003896629928477341,41.387823004813534,64,True
189,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.75,3,0.003896629928477341,41.54820887241149,64,True
190,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.75,4,0.003896629928477341,42.19963985836066,64,True
191,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.75,5,0.003896629928477341,41.37664300709013,64,True
192,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.5,0,0.003896629928477341,27.126729453951892,64,True
193,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.5,1,0.003896629928477341,27.050319082762723,64,True
194,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.5,2,0.003896629928477341,27.43728713501065,64,True
195,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.5,3,0.003896629928477341,26.80919665356481,64,True
196,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.5,4,0.003896629928477341,27.29669759245879,64,True
197,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.5,5,0.003896629928477341,27.49772310503882,64,True
198,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.4,0,0.003896629928477341,22.138727334424388,64,True
199,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.4,1,0.003896629928477341,21.68924099651946,64,True
200,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.4,2,0.003896629928477341,22.06113162352344,64,True
201,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.4,3,0.003896629928477341,21.811982074672184,64,True
202,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.4,4,0.003896629928477341,21.722010268492753,64,True
203,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.4,5,0.003896629928477341,22.24194912316585,64,True
204,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.25,0,0.003896629928477341,13.221134327341598,64,True
205,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.25,1,0.003896629928477341,13.117989266135243,64,True
206,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.25,2,0.003896629928477341,12.788252500257236,64,True
207,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.25,3,0.003896629928477341,12.680070946797267,64,True
208,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.25,4,0.003896629928477341,13.047480753707077,64,True
209,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.25,5,0.003896629928477341,12.896848424387155,64,True
210,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.1,0,0.003896629928477341,4.39007057510962,64,False
211,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.1,1,0.003896629928477341,3.974434564124368,64,False
212,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.1,2,0.003896629928477341,4.470556013376936,64,False
213,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.1,3,0.003896629928477341,4.684321701258836,64,False
214,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.1,4,0.003896629928477341,4.263080849958443,64,False
215,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,8,0.1,5,0.003896629928477341,4.223554463354142,64,False
216,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,1.0,0,0.003896629928477341,68.30175077880205,64,True
217,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,1.0,1,0.003896629928477341,68.30175077880205,64,True
218,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,1.0,2,0.003896629928477341,68.30175077880205,64,True
219,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,1.0,3,0.003896629928477341,68.30175077880205,64,True
220,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,1.0,4,0.003896629928477341,68.30175077880205,64,True
221,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,1.0,5,0.003896629928477341,68.30175077880205,64,True
222,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.75,0,0.003896629928477341,51.989386016862966,64,True
223,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.75,1,0.003896629928477341,52.880640616119315,64,True
224,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.75,2,0.003896629928477341,52.25497140510818,64,True
225,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.75,3,0.003896629928477341,51.82103833613586,64,True
226,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.75,4,0.003896629928477341,52.21240383007724,64,True
227,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.75,5,0.003896629928477341,52.8905032881494,64,True
228,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.5,0,0.003896629928477341,34.602458056407094,64,True
229,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.5,1,0.003896629928477341,34.114786615019554,64,True
230,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.5,2,0.003896629928477341,34.783512904332284,64,True
231,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.5,3,0.003896629928477341,34.518884604598014,64,True
232,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.5,4,0.003896629928477341,34.36121053442209,64,True
233,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.5,5,0.003896629928477341,34.68286228327533,64,True
234,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.4,0,0.003896629928477341,27.514122662709187,64,True
235,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.4,1,0.003896629928477341,27.65797976454281,64,True
236,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.4,2,0.003896629928477341,27.785186899877456,64,True
237,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.4,3,0.003896629928477341,27.838474887264624,64,True
238,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.4,4,0.003896629928477341,27.311826554788777,64,True
239,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.4,5,0.003896629928477341,28.02459094740593,64,True
240,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.25,0,0.003896629928477341,16.547324628696806,64,True
241,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.25,1,0.003896629928477341,15.931502907100892,64,True
242,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.25,2,0.003896629928477341,16.281608714070966,64,True
243,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.25,3,0.003896629928477341,16.169664325655248,64,True
244,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.25,4,0.003896629928477341,16.807984774020607,64,True
245,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.25,5,0.003896629928477341,16.778362076514494,64,True
246,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.1,0,0.003896629928477341,5.433571498345527,64,True
247,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.1,1,0.003896629928477341,5.4173612172627905,64,True
248,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.1,2,0.003896629928477341,5.746638181725927,64,True
249,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.1,3,0.003896629928477341,5.693696935294862,64,True
250,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.1,4,0.003896629928477341,5.405023663713695,64,True
251,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,10,0.1,5,0.003896629928477341,5.52723025688596,64,True
252,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,1.0,0,0.003896629928477341,103.0332160570543,64,True
253,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,1.0,1,0.003896629928477341,103.0332160570543,64,True
254,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,1.0,2,0.003896629928477341,103.0332160570543,64,True
255,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,1.0,3,0.003896629928477341,103.0332160570543,64,True
256,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,1.0,4,0.003896629928477341,103.0332160570543,64,True
257,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,1.0,5,0.003896629928477341,103.0332160570543,64,True
258,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.75,0,0.003896629928477341,78.8881293019555,64,True
259,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.75,1,0.003896629928477341,79.2661402660359,64,True
260,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.75,2,0.003896629928477341,78.30599959929418,64,True
261,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.75,3,0.003896629928477341,78.84742669487063,64,True
262,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.75,4,0.003896629928477341,79.21592506286251,64,True
263,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.75,5,0.003896629928477341,78.96244873884986,64,True
264,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.5,0,0.003896629928477341,52.584141933706256,64,True
265,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.5,1,0.003896629928477341,52.857928535854064,64,True
266,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.5,2,0.003896629928477341,51.99534254909148,64,True
267,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.5,3,0.003896629928477341,53.0576354779938,64,True
268,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.5,4,0.003896629928477341,52.529261647293744,64,True
269,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.5,5,0.003896629928477341,51.24454033109188,64,True
270,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.4,0,0.003896629928477341,43.05406308925144,64,True
271,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.4,1,0.003896629928477341,42.34844978145009,64,True
272,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.4,2,0.003896629928477341,42.105655295265294,64,True
273,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.4,3,0.003896629928477341,42.031068223882386,64,True
274,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.4,4,0.003896629928477341,41.56965771336182,64,True
275,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.4,5,0.003896629928477341,42.43832169108268,64,True
276,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.25,0,0.003896629928477341,25.293474834221307,64,True
277,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.25,1,0.003896629928477341,25.22871086548935,64,True
278,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.25,2,0.003896629928477341,25.987514966951846,64,True
279,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.25,3,0.003896629928477341,24.750688502582886,64,True
280,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.25,4,0.003896629928477341,24.668144791242003,64,True
281,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.25,5,0.003896629928477341,24.683956753607703,64,True
282,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.1,0,0.003896629928477341,8.803832109051445,64,True
283,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.1,1,0.003896629928477341,9.055855675993344,64,True
284,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.1,2,0.003896629928477341,9.012364101625288,64,True
285,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.1,3,0.003896629928477341,9.061861823678257,64,True
286,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.1,4,0.003896629928477341,8.73335039056781,64,True
287,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,15,0.1,5,0.003896629928477341,8.771438899408482,64,True
288,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,1.0,0,0.003896629928477341,137.76468133530662,64,True
289,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,1.0,1,0.003896629928477341,137.76468133530662,64,True
290,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,1.0,2,0.003896629928477341,137.76468133530662,64,True
291,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,1.0,3,0.003896629928477341,137.76468133530662,64,True
292,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,1.0,4,0.003896629928477341,137.76468133530662,64,True
293,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,1.0,5,0.003896629928477341,137.76468133530662,64,True
294,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.75,0,0.003896629928477341,106.54227309735074,64,True
295,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.75,1,0.003896629928477341,105.0775241984794,64,True
296,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.75,2,0.003896629928477341,105.51274504073511,64,True
297,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.75,3,0.003896629928477341,106.84370238871215,64,True
298,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.75,4,0.003896629928477341,105.50285530598259,64,True
299,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.75,5,0.003896629928477341,106.4098241011115,64,True
300,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.5,0,0.003896629928477341,70.23705537802208,64,True
301,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.5,1,0.003896629928477341,70.30408784638158,64,True
302,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.5,2,0.003896629928477341,69.38364376540754,64,True
303,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.5,3,0.003896629928477341,70.47803688709621,64,True
304,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.5,4,0.003896629928477341,70.02015948536939,64,True
305,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.5,5,0.003896629928477341,70.65485837946646,64,True
306,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.4,0,0.003896629928477341,55.906707072073125,64,True
307,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.4,1,0.003896629928477341,57.23945762728495,64,True
308,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.4,2,0.003896629928477341,58.0069550340115,64,True
309,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.4,3,0.003896629928477341,55.59932489007795,64,True
310,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.4,4,0.003896629928477341,57.34980149549211,64,True
311,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.4,5,0.003896629928477341,56.03104338995977,64,True
312,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.25,0,0.003896629928477341,34.30036776933411,64,True
313,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.25,1,0.003896629928477341,35.654547613912264,64,True
314,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.25,2,0.003896629928477341,34.50494292202963,64,True
315,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.25,3,0.003896629928477341,34.925599193718035,64,True
316,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.25,4,0.003896629928477341,33.26633501304039,64,True
317,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.25,5,0.003896629928477341,34.497015807653185,64,True
318,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.1,0,0.003896629928477341,12.50030655377835,64,True
319,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.1,1,0.003896629928477341,12.56257869584603,64,True
320,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.1,2,0.003896629928477341,11.632933737031069,64,True
321,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.1,3,0.003896629928477341,11.853792300812081,64,True
322,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.1,4,0.003896629928477341,12.358917493183876,64,True
323,HIP10679_B6,A002_Xa95c04_X14cd_spw2,6,15625000.0,coarse,85,128,64,20,0.1,5,0.003896629928477341,12.755978351825386,64,True
324,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,1.0,0,0.005878541065174795,18.255882360136034,64,True
325,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,1.0,1,0.005878541065174795,18.255882360136034,64,True
326,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,1.0,2,0.005878541065174795,18.255882360136034,64,True
327,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,1.0,3,0.005878541065174795,18.255882360136034,64,True
328,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,1.0,4,0.005878541065174795,18.255882360136034,64,True
329,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,1.0,5,0.005878541065174795,18.255882360136034,64,True
330,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.75,0,0.005878541065174795,13.6605780681317,64,True
331,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.75,1,0.005878541065174795,14.482105988399205,64,True
332,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.75,2,0.005878541065174795,13.314814642947104,64,True
333,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.75,3,0.005878541065174795,13.178751584627541,64,True
334,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.75,4,0.005878541065174795,13.523658784716039,64,True
335,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.75,5,0.005878541065174795,13.639737471166773,64,True
336,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.5,0,0.005878541065174795,9.186358129630626,64,True
337,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.5,1,0.005878541065174795,9.09667579981284,64,True
338,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.5,2,0.005878541065174795,9.65799944015886,64,True
339,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.5,3,0.005878541065174795,8.251319293592056,64,True
340,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.5,4,0.005878541065174795,8.45303285791367,64,True
341,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.5,5,0.005878541065174795,8.657496400471288,64,True
342,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.4,0,0.005878541065174795,6.521312004908422,64,True
343,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.4,1,0.005878541065174795,6.645663585068861,64,True
344,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.4,2,0.005878541065174795,7.185991678127254,64,True
345,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.4,3,0.005878541065174795,6.57669280462894,64,True
346,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.4,4,0.005878541065174795,7.645021623743876,64,True
347,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.4,5,0.005878541065174795,6.9736282186998695,64,True
348,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.25,0,0.005878541065174795,4.8056261132202565,64,False
349,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.25,1,0.005878541065174795,4.19920889512219,64,False
350,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.25,2,0.005878541065174795,4.149891946478748,64,False
351,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.25,3,0.005878541065174795,4.732783150769802,64,False
352,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.25,4,0.005878541065174795,3.9520303343789416,64,False
353,HD_10647_B6,A002_Xb39557_X3789_spw19,6,15625000.0,coarse,86,128,64,2,0.25,5,0.005878541065174795,4.3086645915420245,64,False
